AveragePrice,С2,С3,type,year,region,С1,Total Volume,Date
6.0,47845.6,5424.52,диетическое,2020,Калужская область,1254.83,108655,2020-06-21 00:00:00
5.36,48286.5,4432.54,диетическое,2020,Калужская область,1183.9,149377,2020-06-14 00:00:00
5.52,57999.6,138.81,диетическое,2020,Калужская область,779.02,130908,2020-06-07 00:00:00
5.6,54249.1,79.38,диетическое,2020,Калужская область,1039.49,130841,2020-05-31 00:00:00
5.72,55018.9,103.94,диетическое,2020,Калужская область,1033.76,121943,2020-05-24 00:00:00
5.4,61668.5,56.53,диетическое,2020,Калужская область,932.52,137050,2020-05-17 00:00:00
5.32,73754.3,185.16,диетическое,2020,Калужская область,1321.83,170547,2020-05-10 00:00:00
5.68,50266.2,81.86,диетическое,2020,Калужская область,946.38,136772,2020-05-03 00:00:00
5.64,49556.9,106.4,диетическое,2020,Калужская область,1117.56,136964,2020-04-26 00:00:00
5.68,52954.8,59.18,диетическое,2020,Калужская область,1021.72,139613,2020-04-19 00:00:00
5.68,45443.6,92.75,диетическое,2020,Калужская область,884.02,118173,2020-04-12 00:00:00
5.76,51023.9,95.69,диетическое,2020,Калужская область,969.27,124146,2020-04-05 00:00:00
5.56,48430,80.52,диетическое,2020,Калужская область,1352.63,119891,2020-03-29 00:00:00
5.6,45420.1,48.2,диетическое,2020,Калужская область,3090.55,119903,2020-03-22 00:00:00
5.88,45688.6,66.42,диетическое,2020,Калужская область,3500.48,103413,2020-03-15 00:00:00
5.4,61973.6,102.31,диетическое,2020,Калужская область,1072.46,125725,2020-03-08 00:00:00
5.72,41685,104.16,диетическое,2020,Калужская область,1032.92,112364,2020-03-01 00:00:00
5.64,45394,131.72,диетическое,2020,Калужская область,1709.23,109547,2020-02-22 00:00:00
5.76,43271.6,57.76,диетическое,2020,Калужская область,1520.76,100207,2020-02-15 00:00:00
5.44,66261.9,161.96,диетическое,2020,Калужская область,1822.41,132760,2020-02-08 00:00:00
5.32,64770.6,112.49,диетическое,2020,Калужская область,2117.73,153920,2020-02-01 00:00:00
6.0,54007.5,74.53,диетическое,2020,Калужская область,1321.19,114053,2020-01-25 00:00:00
6.08,61859.8,133.29,диетическое,2020,Калужская область,1625.26,107040,2020-01-18 00:00:00
6.16,50985.2,79.61,диетическое,2020,Калужская область,1642.25,106221,2020-01-11 00:00:00
5.6,55693,109.55,диетическое,2020,Калужская область,3267.97,116253,2020-01-04 00:00:00
3.6,1.76096e+06,232756,диетическое,2020,Костромская область,1.83395e+06,5.04037e+06,2020-12-27 00:00:00
3.76,1.54328e+06,266690,диетическое,2020,Костромская область,1.6766e+06,4.69574e+06,2020-12-20 00:00:00
3.48,1.62724e+06,232985,диетическое,2020,Костромская область,1.80669e+06,5.25935e+06,2020-12-13 00:00:00
3.12,2.10025e+06,221957,диетическое,2020,Костромская область,1.94307e+06,5.77554e+06,2020-12-06 00:00:00
3.64,1.8102e+06,222311,диетическое,2020,Костромская область,1.4617e+06,4.57571e+06,2020-11-29 00:00:00
3.68,1.91712e+06,215632,диетическое,2020,Костромская область,1.60222e+06,4.80428e+06,2020-11-22 00:00:00
3.32,2.1641e+06,195159,диетическое,2020,Костромская область,2.24301e+06,5.75519e+06,2020-11-15 00:00:00
3.92,1.75896e+06,216524,диетическое,2020,Костромская область,2.31786e+06,5.14898e+06,2020-11-08 00:00:00
3.8,2.59679e+06,211902,диетическое,2020,Костромская область,2.36982e+06,5.83043e+06,2020-11-01 00:00:00
4.48,2.02502e+06,215623,диетическое,2020,Костромская область,1.73379e+06,4.59246e+06,2020-10-25 00:00:00
4.28,2.28624e+06,217814,диетическое,2020,Костромская область,1.84799e+06,4.99903e+06,2020-10-18 00:00:00
4.32,2.53002e+06,221033,диетическое,2020,Костромская область,1.75721e+06,5.06331e+06,2020-10-11 00:00:00
4.08,2.78832e+06,222261,диетическое,2020,Костромская область,1.46111e+06,4.94378e+06,2020-10-04 00:00:00
4.16,2.63503e+06,206460,диетическое,2020,Костромская область,1.86005e+06,5.21678e+06,2020-09-27 00:00:00
4.56,2.23069e+06,273922,диетическое,2020,Костромская область,1.70297e+06,4.75979e+06,2020-09-20 00:00:00
4.52,2.38802e+06,270794,диетическое,2020,Костромская область,1.86327e+06,5.10651e+06,2020-09-13 00:00:00
4.36,2.07719e+06,240185,диетическое,2020,Костромская область,2.85933e+06,5.80639e+06,2020-09-06 00:00:00
4.32,1.66027e+06,233027,диетическое,2020,Костромская область,3.10461e+06,5.64739e+06,2020-08-30 00:00:00
4.72,1.79891e+06,222083,диетическое,2020,Костромская область,2.62698e+06,5.19322e+06,2020-08-23 00:00:00
4.44,1.73135e+06,208725,диетическое,2020,Костромская область,3.09871e+06,5.61643e+06,2020-08-16 00:00:00
4.4,2.1967e+06,193832,диетическое,2020,Костромская область,3.26078e+06,6.23208e+06,2020-08-09 00:00:00
4.64,1.73785e+06,183471,диетическое,2020,Костромская область,2.94015e+06,5.42824e+06,2020-08-02 00:00:00
4.52,1.63666e+06,209427,диетическое,2020,Костромская область,3.11292e+06,5.55762e+06,2020-07-26 00:00:00
4.72,1.62987e+06,188207,диетическое,2020,Костромская область,2.80589e+06,5.2252e+06,2020-07-19 00:00:00
4.52,1.92389e+06,157478,диетическое,2020,Костромская область,2.7473e+06,5.45164e+06,2020-07-12 00:00:00
4.48,2.1203e+06,254187,диетическое,2020,Костромская область,3.58115e+06,6.71801e+06,2020-07-05 00:00:00
4.4,1.61091e+06,212173,диетическое,2020,Костромская область,3.16384e+06,5.64174e+06,2020-06-28 00:00:00
4.28,1.74351e+06,218424,диетическое,2020,Костромская область,3.32863e+06,5.9526e+06,2020-06-21 00:00:00
3.88,1.77191e+06,210671,диетическое,2020,Костромская область,4.07588e+06,6.74166e+06,2020-06-14 00:00:00
3.92,1.86033e+06,221330,диетическое,2020,Костромская область,3.61431e+06,6.37484e+06,2020-06-07 00:00:00
3.92,1.8265e+06,209443,диетическое,2020,Костромская область,3.62044e+06,6.2369e+06,2020-05-31 00:00:00
4.4,1.87321e+06,195991,диетическое,2020,Костромская область,2.9784e+06,5.62171e+06,2020-05-24 00:00:00
4.32,1.64962e+06,168597,диетическое,2020,Костромская область,2.92367e+06,5.28914e+06,2020-05-17 00:00:00
3.72,1.73513e+06,194576,диетическое,2020,Костромская область,4.08586e+06,6.65036e+06,2020-05-10 00:00:00
3.52,3.40315e+06,192474,диетическое,2020,Костромская область,4.34012e+06,8.56753e+06,2020-05-03 00:00:00
4.6,1.72949e+06,196469,диетическое,2020,Костромская область,2.42101e+06,4.92357e+06,2020-04-26 00:00:00
4.2,2.07097e+06,177355,диетическое,2020,Костромская область,3.02447e+06,5.87108e+06,2020-04-19 00:00:00
4.24,1.98882e+06,185199,диетическое,2020,Костромская область,2.84818e+06,5.63664e+06,2020-04-12 00:00:00
4.48,1.88617e+06,225397,диетическое,2020,Костромская область,2.75446e+06,5.46716e+06,2020-04-05 00:00:00
4.4,1.86927e+06,193578,диетическое,2020,Костромская область,2.60953e+06,5.34182e+06,2020-03-29 00:00:00
4.24,2.31439e+06,195791,диетическое,2020,Костромская область,2.34862e+06,5.57181e+06,2020-03-22 00:00:00
4.24,1.73735e+06,194761,диетическое,2020,Костромская область,2.96252e+06,5.55716e+06,2020-03-15 00:00:00
3.84,1.64994e+06,184721,диетическое,2020,Костромская область,3.48427e+06,5.99024e+06,2020-03-08 00:00:00
3.36,2.46093e+06,170581,диетическое,2020,Костромская область,3.51655e+06,6.70013e+06,2020-03-01 00:00:00
3.84,1.9337e+06,172676,диетическое,2020,Костромская область,3.21018e+06,5.95187e+06,2020-02-22 00:00:00
3.84,1.62046e+06,169908,диетическое,2020,Костромская область,3.31516e+06,5.69994e+06,2020-02-15 00:00:00
3.64,2.20039e+06,149459,диетическое,2020,Костромская область,2.90885e+06,5.87122e+06,2020-02-08 00:00:00
3.4,3.46074e+06,177145,диетическое,2020,Костромская область,4.79414e+06,9.03218e+06,2020-02-01 00:00:00
4.24,1.82778e+06,150536,диетическое,2020,Костромская область,2.38096e+06,4.92988e+06,2020-01-25 00:00:00
4.08,2.10845e+06,121614,диетическое,2020,Костромская область,2.78086e+06,5.57092e+06,2020-01-18 00:00:00
3.68,2.48572e+06,103573,диетическое,2020,Костромская область,2.88959e+06,6.02493e+06,2020-01-11 00:00:00
3.72,2.26776e+06,137480,диетическое,2020,Костромская область,2.84365e+06,5.77733e+06,2020-01-04 00:00:00
3.84,62956.2,23041.7,диетическое,2020,Курская область,33070.3,156698,2020-12-27 00:00:00
3.92,55520.6,19842.5,диетическое,2020,Курская область,29500,139918,2020-12-20 00:00:00
3.8,62544.2,23843,диетическое,2020,Курская область,31727.5,157146,2020-12-13 00:00:00
3.96,63074.7,28482.7,диетическое,2020,Курская область,34117.4,156114,2020-12-06 00:00:00
3.8,53470.5,22685.8,диетическое,2020,Курская область,31911.1,138859,2020-11-29 00:00:00
4.0,53645,24221.6,диетическое,2020,Курская область,30028.7,133618,2020-11-22 00:00:00
4.04,80244.6,36860.5,диетическое,2020,Курская область,28543.9,169281,2020-11-15 00:00:00
4.12,54456,49282.2,диетическое,2020,Курская область,30860.7,164322,2020-11-08 00:00:00
